Lake_Name,Round ,date,JD,Edible_Chl,dent,cerio ,pulic,Bosmina,parv,ambig,diaph ,scaph ,alona,chaob ,ostr ,cal ,cyc ,overall_m_prev,N_ug,P_ug,Z_bottom,n_max,bfs,d_tcline,t_tcline, depth_Ezi,T_Ezi,d1mgL,mDO,mspc,mpH,mT,mchlv,mchla
Goose,6,9/14/16,258,34.37,236152.2345,126887.7678,183282.3313,19385.63119,,,98690.48607,,,0,,70493.20434,98690.48607,0,425,10.4,15.65,80.86,0.14113,7.75,23.18,7.05,26.017,12.35,7.2225,1454.9,7.8537,26.516,0.015825,1.2973
Goose,7,9/28/16,272,7.21,488165.44,155085.0495,58156.89358,40533.59249,,,54632.23336,,1762.330108,17623.30108,3524.660217,204430.2926,290784.4679,0,488,10.6,15.7,94.601,0.16511,8.25,22.082,7.25,24.704,11.9,7.1988,1455.1,6.7925,24.879,0.017413,1.4712
Goose,8,10/12/16,286,8.01,660873.7907,140986.4087,33484.27206,300477.2835,,,67849.70918,,881.1650542,4405.825271,4405.825271,148035.7291,279329.3222,0,464,11.3,15.79,76.511,0.13354,9.05,19.657,8.55,20.924,11.21,7.4118,1460,6.4945,21.197,0.018282,1.5664
Goose,9,10/26/16,300,,,,,,,,,,,,,,,,,,15.86,65.419,0.11418,10.75,15.556,10.25,17.429,10.9,8.0338,1429.9,6.5054,17.735,0.024123,2.206
Goose,10,11/9/16,314,6.39,287259.8077,29959.61184,7930.485488,42295.9226,,,5286.990325,,1762.330108,0,,89878.83553,324268.74,0,520,12.3,14.99,44.786,0.078166,11.3,14.864,11,15.78,11.36,7.848,1442.4,6.109,16.332,0.01908,1.6538
Goose,11,12/7/16,342,7.71,867066.4134,14098.64087,26434.95163,89878.83553,,,3524.660217,,1762.330108,0,1762.330108,276685.827,361277.6722,0,601,15.2,15.83,2.5309,0.0044172,9.5,8.4799,15.83,8.41,15.83,9.5481,1438.6,0,8.48,0.020313,1.7887
Hackberry,2,5/13/16,134,,104858.6415,7930.485488,425602.7212,1762.330108,2643.495163,1762.330108,,,,0,,42295.9226,370089.3228,,,,7.01,53.889,0.094053,3.25,16.702,2.15,18.97,6.9,8.776,1047,8.112,19.562,0.01404,1.1019
Hackberry,3,6/8/16,160,,88116.50542,1762.330108,819483.5004,1762.330108,,,,1762.330108,,5286.990325,,35246.60217,563945.6347,,,,6.01,57.674,0.10066,2.8,21.557,1.65,24.213,5.92,7.98,1064,7.8367,24.72,0.020133,1.7691
Hackberry,4,7/27/16,209,,149798.0592,4405.825271,304001.9437,,,,,,,8811.650542,,76661.35972,110145.6318,,,,7.29,62.94,0.10985,3.2,27.638,2.4,29.354,5.72,6.7367,1023.7,11.183,29.71,0.0134,1.0318
Hackberry,5,8/30/16,243,7.6,148916.8942,,47582.91293,,,,,,,8371.068015,,8811.650542,53310.48578,0,532,12.3,6.51,56.98,0.099449,4.85,23.841,3.2,27.84,6.5,7.035,998.83,11.325,29.185,0.018525,1.593
Hackberry,6,9/12/16,256,10.03,135111.975,2349.773478,18798.18782,,,,,,,29959.61184,,1762.330108,55219.67673,0,449,12.4,7.38,61.635,0.10757,5.3,22.811,4.35,25.29,5.08,6.182,1006.4,12.084,25.954,0.0224,2.0173
Hackberry,7,9/26/16,270,13.84,125712.8811,2643.495163,4993.268641,,,,,,293.7216847,59331.78032,1762.330108,9986.537281,89585.11385,0,449,15.2,7.33,56.884,0.099281,5.35,22.66,4.05,24.962,4.6,5.1133,1006.7,6.0217,25.162,0.020733,1.8348
Hackberry,8,10/9/16,282,9.8,,,,,,,,,,,,,,0.067669173,526,19.9,7.31,62.255,0.10866,6.7,17.647,6.05,20.311,6.27,4.7429,1043.1,6.1114,20.804,0.019314,1.6794
Hackberry,9,10/24/16,298,9.22,79598.57657,11455.1457,2643.495163,,881.1650542,,,,,18210.74445,293.7216847,7930.485488,45233.13945,0.139344262,471,16,7.29,35.631,0.062187,7.25,16.474,6.65,17.385,6.59,4.1657,1034.9,5.4529,18.024,0.020829,1.8452
Hackberry,10,11/7/16,312,10.52,271986.2801,3524.660217,8224.207173,587.4433695,2349.773478,,,,,587.4433695,,15860.97098,247313.6586,0.164146868,553,16.7,7.41,28.417,0.049596,7.2,15.636,7.1,15.784,7.31,4.1656,1045.4,5.0544,16.16,0.054789,5.5639
Hackberry,11,11/28/16,333,7.83,311932.4292,1762.330108,1174.886739,587.4433695,2349.773478,,,,,0,,74017.86456,190331.6517,0.138629283,647,31.7,6.99,2.3977,0.0041847,1.45,9.98,6.99,9.95,6.99,5.7843,1050.7,4.9314,9.97,0.031886,3.056
Hale,1,4/1/16,92,,310170.0991,29959.61184,236152.2345,,3524.660217,3524.660217,,,,7049.320434,,14098.64087,331318.0604,,,,3.98,29.299,0.051136,2.35,12.98,2.15,13.337,3.89,10.18,1553,8.0967,13.52,0.016733,1.3968
Hale,2,5/13/16,134,,229102.9141,12336.31076,403573.5948,,,3524.660217,,,,5286.990325,,45820.58282,378900.9733,,,,5.52,37.853,0.066066,2.8,17.898,2.35,18.669,5.35,8.07,1403.8,8.004,19.37,0.01376,1.0712
Hale,3,6/8/16,160,,96046.99091,22910.29141,259062.5259,,,2643.495163,,,,6168.15538,,26434.95163,306645.4389,,,,5.5,58.453,0.10202,2.7,21.13,2.05,23.512,5.37,7.582,1503.8,7.914,24.28,0.0184,1.5793
Hale,4,7/27/16,209,,220291.2636,10573.98065,10573.98065,,,,,,,22910.29141,881.1650542,21147.9613,244963.8851,,,,7.32,79.949,0.13954,4.1,22.538,2.45,29.18,4.77,6.6433,1678,11.533,29.533,0.014367,1.1376
Hale,5,8/30/16,243,4.77,50520.12978,24378.89983,,,,,,,,14979.80592,,20854.23962,58450.61526,0,346,36.7,7,72.78,0.12703,5.15,19.465,2.8,27.836,5.45,7.1625,1606,10.765,29.71,0.01595,1.311
Hale,6,9/12/16,256,4.78,173060.8167,16918.36904,,,,,,,,13393.70882,,16565.90302,28902.21378,0,335,22,6.86,72.691,0.12687,4.35,24.087,4.05,25.564,4.92,11.38,1932.2,11.896,26.096,0.08524,8.8983
Hale,7,9/26/16,270,15.22,79304.85488,130412.428,,,,,,,,10573.98065,,34365.43711,89878.83553,0,371,19.9,6.99,72.472,0.12649,4.75,21.992,4.05,25.1,4.91,10.728,1911.4,6.144,25.244,0.0988,10.383
Hale,8,10/10/16,284,17.73,137461.7485,237914.5646,,881.1650542,,,,,881.1650542,6168.15538,,66087.37907,266993.0114,0.012987013,405,31.3,6.65,69.052,0.12052,5.3,19.287,4.65,21.729,4.91,8.4417,2090.3,6.3983,21.063,0.066833,6.8828
Hale,9,10/24/16,298,20.06,46995.46956,176233.0108,,,,,1174.886739,,,4112.103586,587.4433695,33484.27206,240851.7815,0.04375,392,19.1,7.04,45.612,0.079608,5.75,17.651,5.1,19.544,4.44,5.9175,2063.8,5.5425,18.221,0.0457,4.5686
Hale,10,11/7/16,312,8.41,315457.0894,177995.341,881.1650542,,,,,,,12336.31076,881.1650542,58156.89358,301358.4485,0.185410334,312,12.7,6.8,32.087,0.056002,6.8,15.21,5.55,17.098,4.64,5.6943,2135.7,5.18,16.494,0.045443,4.5405
Hale,11,11/28/16,333,25.87,156847.3797,4112.103586,,,,,,,,587.4433695,,129824.9847,186219.5481,0.115646259,541,19.9,6.96,19.917,0.034762,6.95,14.579,5.05,9.84,5.6,8.4,1920,5.118,9.652,0.08252,8.6004
Horseshoe,1,4/1/16,92,,296071.4582,1762.330108,447631.8475,45820.58282,54632.23336,47582.91293,,,1762.330108,1762.330108,,,953420.5887,,,,,,,,,,,,,,,,,
Horseshoe,1,4/14/16,105,,8811.650542,1174.886739,5286.990325,4112.103586,17623.30108,125712.8811,,,2349.773478,0,11161.42402,29959.61184,673210.1014,,,,3.77,22.397,0.03909,1.8,11.885,1.45,12.334,3.77,11.803,367.77,8.26,13.823,0.014033,1.1011
Horseshoe,2,5/16/16,137,,41414.75755,7930.485488,24672.62152,365683.4975,46701.74787,97809.32102,13217.47581,,,0,47582.91293,5286.990325,484640.7798,,,,3.42,41.652,0.072696,2.85,16.352,2.55,17.152,3.42,9.2671,341.46,8.1457,17.93,0.032614,3.1358
Horseshoe,3,6/3/16,155,,75780.19466,94284.6608,1762.330108,16742.13603,43177.08766,63443.8839,15860.97098,,881.1650542,2643.495163,60800.38874,,107502.1366,,,,3,79.534,0.13881,1.9,27.369,1.6,28.446,3,8.2367,347.4,8.4,29.987,0.015267,1.2362
Horseshoe,4,7/20/16,202,,51107.57315,2469024.482,,22910.29141,12336.31076,,10573.98065,,,5286.990325,814196.5101,22910.29141,230865.2442,,,,,,,,,,,,,,,,,
Horseshoe,5,9/5/16,249,11.73,3524.660217,1141989.91,,114551.457,,,31721.94195,,31721.94195,1762.330108,29959.61184,59919.22369,72255.53445,,707,50.3,2.49,22.99,0.040126,1.75,26.159,2.49,25.85,2.49,7.7983,315.85,12.477,26.608,0.024433,2.24
Horseshoe,6,9/14/16,258,10.4,,171827.1856,,1762.330108,,,11455.1457,,24672.62152,0,18504.46614,6168.15538,22910.29141,,559,22.1,2.79,26.556,0.046348,2.75,24.865,2.79,24.83,2.79,7.8383,319.3,8.2467,25.632,0.0288,2.7181
Horseshoe,7,9/28/16,272,5.96,14098.64087,576281.9455,,488165.44,,,37008.93228,,31721.94195,3524.660217,45820.58282,19385.63119,155085.0495,,509,17.3,3.21,11.791,0.020579,1.45,23.063,3.21,23.08,3.21,6.485,324.32,6.925,23.113,0.022267,2.0027
Horseshoe,8,10/10/16,284,,281385.374,21147.9613,3524.660217,4112.103586,,,,,,93990.93912,587.4433695,4112.103586,39358.70576,,,,,,,,,,,,,,,,,
Horseshoe,9,10/12/16,286,5.07,12336.31076,306645.4389,,422959.226,8811.650542,,12336.31076,,31721.94195,0,5286.990325,56394.56347,442344.8572,,461,15.1,3.2,11.522,0.02011,2.45,18.704,3.2,18.58,3.2,7.86,332.48,6.3725,18.808,0.020075,1.7627
Horseshoe,10,10/26/16,300,11.13,652.9433052,4244.131484,,6202.961399,,,200.9056324,,1130.094182,0,1506.792243,301.3584485,9191.432681,,509,10.9,3.3,9.1437,0.015959,2.25,15.633,3.3,15.55,3.3,8.23,320.52,6.31,15.833,0.024875,2.2883
Horseshoe,11,11/9/16,314,13.2,13217.47581,9399.093912,,65499.9357,1174.886739,293.7216847,1762.330108,,1762.330108,0,881.1650542,8517.928858,99571.65113,0.333333333,455,14,3.39,13.703,0.023916,2.3,14.306,3.39,14.11,3.39,8.99,324.9,6.0525,14.553,0.039825,3.9253
Horseshoe,12,12/7/16,342,,5286.990325,1321.747581,440.5825271,163015.535,7930.485488,,,,1101.456318,0,3965.242744,74017.86456,67188.83538,0.025,432,11,3.4,3.4505,0.0060222,1.45,5.855,3.4,5.71,3.4,11.28,322.46,0,5.824,0.02698,2.5188
Island,1,4/14/16,105,,40533.59249,3524.660217,244963.8851,,,,,,,0,,21147.9613,419434.5658,,,,15.23,26.481,0.046217,9.55,9.3091,9.05,10.101,14.76,10.48,2474,7.7746,11.058,0.012077,0.88692
Island,2,5/16/16,137,,209717.2829,,153322.7194,,,,,,,0,,85473.01026,361277.6722,,,,14.48,64.464,0.11251,4.25,16.852,4,18.11,14.4,9.3711,2399.1,8.2533,18.263,0.013578,1.0513
Island,3,6/3/16,155,,53222.36928,,50050.17508,,,,,,,352.4660217,,39476.19443,32779.34002,,,,14.51,63.045,0.11003,3.75,22.425,2.1,27.698,14.13,8.42,2392.6,7.886,27.888,0.00934,0.58723
Island,4,7/20/16,202,,30312.07787,,77894.99079,,,,,,,7401.786456,,48640.31099,117371.1852,,,,17.47,74.551,0.13012,4.2,26.183,3.05,29.068,13.87,8.7657,2277,11.747,29.563,0.014486,1.1507
Long,5,9/5/16,249,12.1,86354.17531,1762.330108,148035.7291,24672.62152,,,301358.4485,,,17623.30108,7049.320434,31721.94195,347179.0314,0,596,21.6,19.05,70.14,0.12242,6.3,24.312,5.35,26.968,7.41,7.345,481.45,11.218,27.278,0.032167,3.0868
Long,6,9/14/16,258,6.51,371851.6529,15860.97098,33484.27206,,,,234389.9044,,,17623.30108,,119838.4474,103977.4764,0,688,19.5,20.01,69.69,0.12163,6.3,24.149,5.7,26.031,6.06,8.07,482.97,7.9667,26.492,0.048617,4.888
Long,7,9/28/16,272,20.27,383306.7986,18504.46614,,27316.11668,,,23791.45646,,2643.495163,8811.650542,4405.825271,35246.60217,78423.68983,0,694,13.9,19.04,71.1,0.12409,6.8,23.307,6.5,24.68,6.95,6.3962,482.56,7.0713,24.939,0.06855,7.0707
Long,8,10/12/16,286,14.08,341892.041,5286.990325,11455.1457,1762.330108,,,1762.330108,,3524.660217,10573.98065,881.1650542,17623.30108,150679.2243,0,683,15.2,18.5,59.602,0.10403,8.25,17.694,7.15,21.104,7.61,6.0889,489.83,6.6222,21.341,0.034167,3.3058
Long,9,10/26/16,300,8.03,116020.0655,3524.660217,2643.495163,293.7216847,,,,,587.4433695,10867.70234,2937.216847,9105.372227,39064.98407,0,834,13,18.21,72.248,0.1261,9.25,15.996,9.05,17.479,9.4,6.099,485.32,6.233,17.762,0.0245,2.2473
Long,10,11/9/16,314,18.57,271398.8367,1762.330108,13217.47581,1762.330108,,,,,6168.15538,10573.98065,1762.330108,37008.93228,193856.3119,0.003846154,773,9.58,16.04,45.989,0.080265,9.75,14.62,9.15,16.133,9.5,6.7358,491.25,5.99,16.331,0.0428,4.2511
Long,11,12/7/16,342,,514600.3917,3524.660217,170946.0205,96928.15597,,,,,8811.650542,0,7049.320434,216766.6033,764851.2671,0,869,23.6,18.92,4.0696,0.0071028,1.45,8.5572,18.92,8.41,18.85,6.6132,495.5,0,8.4663,0.016421,1.3626
Midland,1,4/14/16,105,,14979.80592,,522530.8772,2643.495163,1762.330108,2643.495163,,,,0,1762.330108,17623.30108,140986.4087,,,,6.88,25.343,0.044231,2.4,11.103,2.1,11.59,6.88,10.435,538.42,7.9625,12.658,0.02045,1.8038
Midland,2,5/16/16,137,,38771.26239,,483759.6148,,,,,,,0,1762.330108,119838.4474,281091.6523,,,,4.51,48.088,0.08393,3.2,14.862,2.55,17.249,4.15,9.79,596.07,8.5267,17.877,0.0181,1.5465
Midland,3,6/3/16,155,,317219.4195,,90760.00059,,,,,,,2643.495163,,52869.90325,68730.87423,,,,4.87,74.771,0.1305,2.3,24.778,1.45,27.898,4.75,8.38,661.93,8.4967,29.07,0.010867,0.7544
Midland,4,7/20/16,202,,504026.411,,9692.815597,881.1650542,,,,,,7930.485488,,39652.42744,104858.6415,,,,5.88,145.39,0.25376,3.9,22.637,1.9,28.546,4.21,8.8933,590.67,10.386,28.677,0.026525,2.469
Midland,5,9/5/16,249,13.67,406217.09,2643.495163,,,,,881.1650542,,,26434.95163,,28197.28174,362158.8373,0.007843137,672,24.9,7.56,66.468,0.11601,4.3,22.244,3.35,26.077,3.85,8.6125,566.83,12.73,27.155,0.029675,2.8139
Midland,6,9/14/16,258,17.86,270517.6716,,,1762.330108,,,,,,14098.64087,,10573.98065,110145.6318,0,663,29.5,7.01,61.781,0.10783,4.7,20.727,3.4,25.6,3.61,8.4975,572.2,8.3825,26.358,0.023775,2.1679
Midland,7,9/28/16,272,18.1,392999.6142,,,,,,,,,34365.43711,,15860.97098,301358.4485,0.005586592,562,30.8,7,70.798,0.12357,4.75,20.95,4.05,23.755,4.43,7.2167,577.78,7.2367,24,0.021967,1.9698
Midland,8,10/12/16,286,9.65,694358.0627,,,,,,,,,11455.1457,,7049.320434,299596.1184,0.046774194,593,19.7,7,57.998,0.10123,5.7,16.989,5.1,19.041,5.36,6.7917,589.88,6.5017,19.548,0.025383,2.344
Midland,9,10/24/16,298,5.54,279623.0439,1174.886739,1174.886739,,,,,,,1174.886739,,5286.990325,158022.2664,0.122689076,717,57.2,7,50.532,0.088195,6.75,13.68,6.1,16.331,6.85,5.1157,523.23,6.26,16.683,0.023271,2.1127
Midland,10,11/9/16,314,26.11,177995.341,,881.1650542,,,,,,,1762.330108,,35246.60217,891739.0349,0.486631016,690,33.6,7.41,32.511,0.056743,6.8,14.122,6.25,15.034,6.4,6.7629,536.01,6.04,15.399,0.037614,3.6833
Midland,11,12/7/16,342,,1050348.745,,15860.97098,1762.330108,,,,,1762.330108,0,,114551.457,410622.9153,0.053333333,899,79,7.34,3.7063,0.0064688,2.6,7.5705,7.34,7.44,7.34,6.7625,538.26,0,7.5362,0.025175,2.3212
Narrow,5,9/1/16,245,38.58,,26655.24289,,,3744.95148,,,,,29078.44679,220.2912636,11895.72823,41414.75755,,714,63.4,6.76,69.599,0.12147,2.35,24.053,1.45,26.738,2.25,7.505,1672.5,11.665,27.045,0.0423,4.1963
Narrow,6,9/19/16,263,24.35,,1543801.175,,,128650.0979,,,,,35246.60217,1762.330108,239676.8948,324268.74,,595,36.5,6.98,59.652,0.10411,2.85,21.602,2.15,23.748,2.43,5.9233,1769.7,5.88,23.85,0.026433,2.4589
Narrow,7,10/3/16,277,34.77,5286.990325,1868069.915,,,14098.64087,,,,,63443.8839,1762.330108,128650.0979,132174.7581,,554,36.3,6.98,66.541,0.11614,3.05,19.753,3,20.13,3.08,4.0667,1880.7,6.3233,20.107,0.032533,3.1269
Narrow,8,10/17/16,291,42.06,28197.28174,815077.6752,881.1650542,,4405.825271,,,,,59919.22369,,31721.94195,89878.83553,,510,35.3,6.96,54.507,0.095133,4.25,15.693,3.45,17.622,2.65,3.665,1919,5.535,18.438,0.025375,2.3431
Narrow,9,10/31/16,305,20.47,32015.66364,22322.84804,,,1762.330108,,,,,5580.71201,,42002.20092,99277.92944,0,555,35.2,6.72,37.718,0.06583,4.75,14.335,4.15,15.615,3.25,3.2017,1845.2,5.5867,15.785,0.045483,4.5449
Narrow,10,11/14/16,319,20.95,207367.5094,18798.18782,,,9399.093912,,,,587.4433695,1174.886739,,59919.22369,317806.8629,0,654,59.5,7.17,30.595,0.053398,5.55,12.696,5.15,13.465,3.81,1.4633,1963,5.325,12.3,0.033883,3.2747
Narrow,11,12/5/16,340,47.41,73665.39853,4934.524304,,,50402.6411,,,,,25025.08754,,141338.8747,76132.66069,0,643,45.6,7.3,9.1739,0.016011,7.3,10.82,7.3,10.82,4.4,3.474,2150.5,0,9.234,0.05276,5.3417
Pump,5,9/5/16,249,1.35,149798.0592,,73136.6995,,,,,,,8811.650542,3524.660217,22029.12636,133937.0882,0,250,10.2,14.36,74.366,0.12979,6.35,25.405,6.05,26.933,14.28,7.4088,1231.3,12.315,27.104,0.010175,0.67866
Pump,6,9/14/16,258,2.25,196206.0854,,92228.60901,,,,,,,12336.31076,,27609.83837,24085.17815,0.013029316,392,7.25,14.07,62.238,0.10863,6.75,23.832,6.05,26.268,14.07,7.5825,1242.1,7.93,26.461,0.011875,0.86481
Pump,7,9/28/16,272,2.76,352466.0217,881.1650542,126887.7678,,,,881.1650542,,,13217.47581,,56394.56347,190331.6517,0.027896996,154,7.15,14.67,67.018,0.11697,7.35,23.013,7.05,24.38,13.45,7.45,1245.4,7.16,24.777,0.012763,0.96199
Pump,8,10/12/16,286,4.42,137461.7485,2349.773478,79892.29825,5286.990325,,,,,587.4433695,4699.546956,,108677.0234,217941.4901,0.06768559,246,8.49,14.51,64.539,0.11264,8.75,17.963,8.05,21.07,12.76,8.051,1259.4,6.848,21.273,0.01184,0.86098
Pump,9,10/26/16,300,6.96,4972.414401,75.33961214,979.4149578,1732.811079,,,,,75.33961214,100.4528162,75.33961214,7659.527234,12531.48882,0.305084746,255,9.22,13.49,53.608,0.093564,9.8,16.044,9.2,17.787,12.6,8.307,1231.7,6.648,17.936,0.0154,1.2508
Pump,10,11/9/16,314,4.46,99865.37281,,3230.938532,31721.94195,,,,,,0,293.7216847,9399.093912,141280.1304,0.063360882,234,8.27,14,45.572,0.079539,10.35,15.083,10,16.17,11.8,8.534,1240,6.203,16.633,0.01431,1.1314
Pump,11,12/7/16,342,,86001.70929,,5286.990325,34541.67013,,,,,,352.4660217,,704.9320434,137109.2824,0,334,9.16,15.39,4.0312,0.0070357,14.6,9.1738,15.39,9.14,15.39,9.2107,1257,0,9.1887,0.01704,1.4304
Scott,1,4/1/16,92,,28637.86426,,29078.44679,,11014.56318,57275.72852,,,,7049.320434,440.5825271,3524.660217,317219.4195,,,,4.57,31.852,0.055591,2.8,12.054,2.2,13.093,4.57,7.04,1073.3,7.8133,13.453,0.039667,3.908
Scott,2,5/13/16,134,,44058.25271,2349.773478,23497.73478,587.4433695,6461.877064,95165.82586,,,,8224.207173,,17623.30108,370676.7661,,,,4.04,47.654,0.083172,3.2,14.746,1.45,18.408,3.95,8.9533,1021.6,8.0367,19.79,0.0222,1.9954
Scott,3,6/8/16,160,,1869832.245,1762.330108,28197.28174,,21147.9613,31721.94195,,,,1762.330108,,28197.28174,637963.4993,,,,6.48,58.946,0.10288,2.8,20.44,1.95,23.02,6.38,8.665,1255,7.9225,24.052,0.011225,0.79364
Scott,4,7/27/16,209,,286378.6426,11455.1457,43177.08766,,,51988.7382,,,,13217.47581,1762.330108,19385.63119,504907.5761,,,,8.17,69.639,0.12154,4.1,22.452,2,29.397,5.37,7.42,1488.7,12.003,29.68,0.0107,0.73615
Scott,5,9/1/16,245,8.48,197380.9721,1762.330108,3524.660217,,,,,,,15273.52761,,4699.546956,17623.30108,0.01369863,472,24.3,9.33,67.384,0.11761,4.35,21.854,2.15,26.8,4.87,7.9567,1081.3,11.623,27.16,0.0178,1.5136
Scott,6,9/19/16,263,6.92,80186.01993,1762.330108,2349.773478,,,,,,,14098.64087,,9986.537281,69024.59591,0.031746032,460,15.6,9.2,65.008,0.11346,4.7,21.146,3.6,24.325,4.95,8.0075,1288.5,6.9875,24.732,0.018625,1.6039
Scott,7,10/3/16,277,9.3,282560.2607,6461.877064,2937.216847,,587.4433695,,587.4433695,,,8224.207173,,4112.103586,103977.4764,0.160526316,322,15.3,,,,,,,,,,,,,,
Scott,8,10/17/16,291,6.15,222053.5937,1321.747581,8371.068015,,,,,,,9252.233069,,3524.660217,89878.83553,0.154639175,294,15.9,8.99,51.651,0.090148,5.7,16.682,5.1,18.754,4.89,7.5186,1783.1,5.4629,19.446,0.0563,5.7293
Scott,9,10/31/16,305,18.66,43177.08766,440.5825271,5507.281589,,,,,,,7489.902961,,2863.786426,36568.34975,0.586419753,518,23.4,9.53,32.126,0.05607,6.2,15.067,5.25,16.771,4.87,6.185,1653.8,4.7275,16.392,0.06035,6.1728
Scott,10,11/14/16,319,11.07,259943.691,,5286.990325,,,,,,,22029.12636,881.1650542,29959.61184,101333.9812,0.265306122,404,18.4,8.92,32.497,0.056718,6.55,14.838,6.2,15.479,4.86,6.0367,1801.5,4.7617,13.448,0.021233,1.8895
Scott,11,12/5/16,340,13.53,28902.21378,,1409.864087,528.6990325,352.4660217,,,,,881.1650542,1057.398065,5991.922369,7049.320434,0.027777778,473,22.2,9,21.676,0.037832,7.6,13.456,7.45,13.618,9,5.1744,2016.9,0,10.191,0.029056,2.7461
Shake 1,1,4/1/16,92,,8371.068015,220.2912636,,,,22029.12636,,,,0,,45380.00029,31501.65069,,,,7.68,26.751,0.04669,2.35,11.203,1.65,12.292,7.68,10.013,2220,7.7133,12.767,0.016833,1.4077
Shake 1,2,5/13/16,134,,400048.9346,14098.64087,,,,609766.2175,,585093.596,,0,,61681.5538,68730.87423,,,,7.57,49.265,0.085984,2.7,15.271,1.6,18.921,7.57,8.682,2036.2,7.804,19.206,0.01866,1.6078
Shake 1,3,6/8/16,160,,1046824.084,58156.89358,,1762.330108,,,,,,1762.330108,,163896.7001,156847.3797,,,,8.07,67.612,0.11801,2.75,20.28,1.85,23.409,8.07,8.56,2123,7.5767,23.793,0.0244,2.2363
Shake 1,4,7/27/16,209,,729604.6649,227340.584,,,,,,,,1762.330108,1762.330108,93403.49575,126887.7678,,,,7.02,64.982,0.11342,2.7,27.001,1.85,29.46,6.95,6.4975,2026.5,10.175,29.668,0.036975,3.6133
Shake 1,5,8/30/16,243,11,53751.06831,102215.1463,,,,,,,,6608.737907,881.1650542,30840.7769,64765.63149,0.007462687,384,22.9,7.37,59.14,0.10322,3.75,22.992,1.7,28.24,2.45,6.775,1925.8,10.768,28.705,0.0228,2.0611
Shake 1,6,9/12/16,256,20.11,148916.8942,366564.6626,,,,,,,881.1650542,25553.78657,,48464.07798,49345.24304,0,549,60.7,7.93,79.024,0.13792,4.95,18.874,3.35,24.186,4.97,4.9375,1983.5,10.823,24.533,0.09965,10.476
Shake 1,7,9/26/16,270,16.41,151560.3893,224697.0888,,,,,,,,29959.61184,5286.990325,50226.40809,75780.19466,0,430,26.2,7.91,64.086,0.11185,4.65,20.258,3.35,24.114,4.9,6.9325,1962,6.4225,24.535,0.033225,3.2026
Shake 1,8,10/10/16,284,8.79,259062.5259,210598.448,,,,,,,,36127.76722,881.1650542,71374.36939,185044.6614,0.002109705,402,29.4,7.77,46.674,0.081461,5.7,16.989,5.1,18.95,5.36,6.3357,2064.3,5.8586,19.12,0.026971,2.5179
Shake 1,9,10/24/16,298,5.66,169183.6904,35246.60217,,,,881.1650542,,,881.1650542,20266.79625,2643.495163,59919.22369,114551.457,0,343,14.8,7.77,45.515,0.079438,6.25,15.8,6.1,16.299,5.93,4.8356,2059.2,5.7889,16.447,0.019522,1.7022
Shake 1,10,11/7/16,312,4.87,211479.613,4405.825271,,,881.1650542,,,,,2643.495163,,135699.4184,79304.85488,0,344,17.1,7.32,35.12,0.061296,7.3,14.015,7.1,14.493,6.85,5.2256,2100.7,5.62,14.754,0.021244,1.8908
Shake 1,11,11/21/16,326,13.94,135699.4184,,,,,,,,,587.4433695,,173883.2374,73430.42119,0,328,16.6,7.54,1.7995,0.0031407,3.5,8.485,7.54,8.5,7.54,8.26,2035.3,5.3863,8.4887,0.0305,2.9042
Shake 2,5,8/30/16,243,7.04,181520.0012,27316.11668,,,,,,,,440.5825271,1762.330108,23350.87394,31721.94195,0,389,22.4,3.71,70.126,0.12239,3.7,23.543,2.4,26.734,3.71,7.8133,2027,10.62,27.313,0.025667,2.375
Shake 2,6,9/12/16,256,16.95,278448.1571,169183.6904,,,,,,,,16742.13603,1762.330108,36127.76722,91641.16564,,419,31.2,4.69,78.651,0.13727,4.65,18.393,3.3,24.326,3.81,6.14,2071.5,10.862,24.503,0.0377,3.6927
Shake 2,7,9/26/16,270,10.15,208836.1179,260824.8561,,,,,,,881.1650542,44058.25271,2643.495163,33484.27206,120719.6124,0,380,20.2,4.75,60.034,0.10478,4.3,20.826,3.2,23.989,3.83,7.1775,2061.3,6.4425,24.212,0.11998,12.702
Shake 2,8,10/10/16,284,12.57,160372.0399,348941.3615,,,,,,,,3524.660217,,10573.98065,81067.18499,0,402,31,4.58,34.373,0.059992,4.5,18.731,4.15,19.292,4.55,6.154,2123.2,6.034,19.41,0.0311,2.97
Shake 2,9,10/24/16,298,8.31,101040.2596,62856.44054,,,1174.886739,,,,,1174.886739,,18210.74445,82242.07173,0,418,20.8,4.7,4.9978,0.0087228,3.5,16.905,4.7,17.1,4.6,5.368,2097.8,5.834,16.964,0.02056,1.8158
Shake 2,10,11/7/16,312,13.42,691714.5676,33484.27206,,,,2643.495163,881.1650542,,,0,,74017.86456,109264.4667,0,483,23.1,4.53,2.7159,0.0047402,2.5,15.195,4.53,15.2,4.53,5.21,2122,5.708,15.186,0.0285,2.6852
Shake 2,11,11/28/16,333,31.8,247901.1019,,,,,,,,587.4433695,1174.886739,,35246.60217,87529.06205,0,405,23.2,4.46,2.2899,0.0039967,1.45,8.8293,4.46,8.83,4.46,10.438,2102.3,5.5025,8.835,0.0683,7.0433
